2021-09-09T12_34_16/F0:29:29:4C:0C:70/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:70/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:70/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:70/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:70/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:70/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:70/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:72/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:72/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:72/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:72/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:72/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:72/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:72/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:71/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:71/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:71/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:71/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:71/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:71/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:71/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:7F/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:7D/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:7E/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:7C/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:FF/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:FD/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:FE/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:FC/essid,2021-09-09T12_34_16/F0:29:29:4C:0C:73/frequency,2021-09-09T12_34_16/F0:29:29:4C:0C:73/frequency_units,2021-09-09T12_34_16/F0:29:29:4C:0C:73/channel,2021-09-09T12_34_16/F0:29:29:4C:0C:73/signal_quality,2021-09-09T12_34_16/F0:29:29:4C:0C:73/signal_total,2021-09-09T12_34_16/F0:29:29:4C:0C:73/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:4C:0C:73/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:F2/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:F0/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:F1/essid,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/channel,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:04:F3/essid,2021-09-09T12_34_16/00:8E:42:14:6A:EB/frequency,2021-09-09T12_34_16/00:8E:42:14:6A:EB/frequency_units,2021-09-09T12_34_16/00:8E:42:14:6A:EB/channel,2021-09-09T12_34_16/00:8E:42:14:6A:EB/signal_quality,2021-09-09T12_34_16/00:8E:42:14:6A:EB/signal_total,2021-09-09T12_34_16/00:8E:42:14:6A:EB/signal_level_dBm,2021-09-09T12_34_16/00:8E:42:14:6A:EB/essid,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/frequency,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/frequency_units,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/channel,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/signal_quality,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/signal_total,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/signal_level_dBm,2021-09-09T12_34_16/CE:02:9E:4D:60:0B/essid,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/frequency,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/frequency_units,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/channel,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/signal_quality,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/signal_total,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/signal_level_dBm,2021-09-09T12_34_16/10:6F:3F:E7:A3:98/essid,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/channel,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4D/essid,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/channel,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4E/essid,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/channel,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4C/essid,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/channel,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:2E:42/essid,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/frequency,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/frequency_units,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/channel,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/signal_quality,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/signal_total,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/signal_level_dBm,2021-09-09T12_34_16/B4:E9:B0:E5:2E:4F/essid,2021-09-09T12_34_16/F0:29:29:92:28:C0/frequency,2021-09-09T12_34_16/F0:29:29:92:28:C0/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:C0/channel,2021-09-09T12_34_16/F0:29:29:92:28:C0/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:C0/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:C0/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:C0/essid,2021-09-09T12_34_16/F0:29:29:92:28:C2/frequency,2021-09-09T12_34_16/F0:29:29:92:28:C2/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:C2/channel,2021-09-09T12_34_16/F0:29:29:92:28:C2/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:C2/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:C2/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:C2/essid,2021-09-09T12_34_16/F0:29:29:92:28:C3/frequency,2021-09-09T12_34_16/F0:29:29:92:28:C3/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:C3/channel,2021-09-09T12_34_16/F0:29:29:92:28:C3/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:C3/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:C3/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:C3/essid,2021-09-09T12_34_16/F0:29:29:92:28:CE/frequency,2021-09-09T12_34_16/F0:29:29:92:28:CE/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:CE/channel,2021-09-09T12_34_16/F0:29:29:92:28:CE/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:CE/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:CE/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:CE/essid,2021-09-09T12_34_16/F0:29:29:92:28:CC/frequency,2021-09-09T12_34_16/F0:29:29:92:28:CC/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:CC/channel,2021-09-09T12_34_16/F0:29:29:92:28:CC/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:CC/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:CC/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:CC/essid,2021-09-09T12_34_16/F0:29:29:92:28:CF/frequency,2021-09-09T12_34_16/F0:29:29:92:28:CF/frequency_units,2021-09-09T12_34_16/F0:29:29:92:28:CF/channel,2021-09-09T12_34_16/F0:29:29:92:28:CF/signal_quality,2021-09-09T12_34_16/F0:29:29:92:28:CF/signal_total,2021-09-09T12_34_16/F0:29:29:92:28:CF/signal_level_dBm,2021-09-09T12_34_16/F0:29:29:92:28:CF/essid
2.437,GHz,6,66,70,-44,BU (802.1x),2.437,GHz,6,66,70,-44,eduroam,2.437,GHz,6,66,70,-44,BU Guest (unencrypted),5.32,GHz,64,61,70,-49,BU (802.1x),5.32,GHz,64,61,70,-49,eduroam,5.32,GHz,64,62,70,-48,BU Guest (unencrypted),5.32,GHz,64,60,70,-50,BU (requires VPN),5.745,GHz,149,56,70,-54,BU (802.1x),5.745,GHz,149,56,70,-54,eduroam,5.745,GHz,149,56,70,-54,BU Guest (unencrypted),5.745,GHz,149,56,70,-54,BU (requires VPN),2.437,GHz,6,66,70,-44,BU (requires VPN),2.462,GHz,11,61,70,-49,eduroam,2.462,GHz,11,61,70,-49,BU (802.1x),2.462,GHz,11,61,70,-49,BU Guest (unencrypted),2.462,GHz,11,61,70,-49,BU (requires VPN),2.427,GHz,4,30,70,-80,SLURP,2.437,GHz,6,33,70,-77,Danny Devito,2.462,GHz,11,33,70,-77,penta-lab,5.24,GHz,48,34,70,-76,eduroam,5.24,GHz,48,33,70,-77,BU Guest (unencrypted),5.24,GHz,48,34,70,-76,BU (requires VPN),2.462,GHz,11,33,70,-77,eduroam,5.24,GHz,48,35,70,-75,BU (802.1x),2.412,GHz,1,35,70,-75,BU (802.1x),2.412,GHz,1,35,70,-75,eduroam,2.412,GHz,1,35,70,-75,BU (requires VPN),5.18,GHz,36,29,70,-81,BU Guest (unencrypted),5.18,GHz,36,28,70,-82,BU (requires VPN),5.18,GHz,36,28,70,-82,BU (802.1x)
